,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
16,2.016666667,134.2833333,102.65,117.0833333,91.7,87.1,65.78333333,91.85,89.91666667,129.95,140.9166667,50.71666667,2.066666667,4.883333333,33.53333333,0,0.116666667,4.55,5.283333333,2.666666667,7.633333333,1.7,2.566666667,2.05,2,3.866666667,35.71666667,52.5,35.71666667,91.13333333,91.18333333,59.01666667,131.35,89.58333333,91.13333333,89.93333333,90.51666667,103.4666667,4.883333333,89.08333333,103.1166667,88.73333333,89.01666667,91.13333333,100.2333333,117.2,61.91666667,99.88333333,110.3666667,99.43333333,100.0333333
17,1.9,134.1666667,102.5333333,116.9666667,91.58333333,86.98333333,65.66666667,91.73333333,89.8,129.8333333,140.8,50.6,1.95,4.766666667,33.41666667,0.116666667,0,4.583333333,5.166666667,2.55,7.683333333,1.583333333,2.45,1.933333333,1.883333333,3.75,35.76666667,52.53333333,35.76666667,91.18333333,91.21666667,59.05,131.3833333,89.61666667,91.18333333,89.96666667,90.56666667,103.5166667,4.766666667,89.11666667,103.1666667,88.76666667,89.06666667,91.18333333,100.2666667,117.2333333,61.95,99.93333333,110.4,99.48333333,100.0666667
18,5.566666667,137.8166667,106.1833333,120.6166667,95.25,90.63333333,69.31666667,95.4,93.45,133.4833333,144.45,54.25,5.616666667,8.416666667,36.7,4.366666667,4.25,0,7.183333333,5.8,7.75,4.616666667,6.116666667,5.583333333,5.55,2.75,35.83333333,52.3,35.83333333,91.25,91.28333333,59.11666667,131.4666667,89.68333333,91.25,90.03333333,90.63333333,103.5833333,8.416666667,89.18333333,103.2333333,88.83333333,89.13333333,91.25,100.35,117.3,62.01666667,100,110.4666667,99.55,100.1333333
19,2.55,132.5333333,100.9,115.3333333,89.96666667,85.35,64.03333333,90.11666667,88.16666667,128.2,139.1666667,48.96666667,2.616666667,6.083333333,30.88333333,4.4,4.283333333,5.85,0,2.033333333,10.98333333,2.916666667,2.883333333,3.083333333,3.15,3.3,37.53333333,52.85,37.35,93.63333333,93.66666667,61.5,133.85,92.06666667,93.63333333,92.41666667,93.01666667,105.9666667,6.083333333,91.56666667,105.6166667,91.21666667,91.51666667,93.63333333,102.4833333,119.45,64.16666667,102.1333333,112.6166667,101.6833333,102.2833333
20,1.3,134.3,102.6666667,117.1,91.71666667,87.11666667,65.8,91.86666667,89.93333333,129.9666667,140.9333333,50.73333333,1.233333333,5,32.65,2.783333333,2.666666667,5.816666667,3.316666667,0,9.35,1.25,1.8,2.016666667,2.083333333,3.216666667,37.43333333,54.21666667,37.43333333,92.85,92.9,60.73333333,133.0666667,91.3,92.85,91.65,92.23333333,105.1833333,5,90.8,104.8333333,90.45,90.73333333,92.85,101.95,118.9166667,63.63333333,101.6,112.0833333,101.15,101.75
21,8.666666667,140.9166667,109.2833333,123.7166667,98.35,93.73333333,72.41666667,98.5,96.55,136.5833333,147.55,57.35,8.716666667,11.51666667,40.16666667,7.466666667,7.35,7.666666667,11.93333333,9.316666667,0,8.483333333,9.216666667,8.683333333,8.65,8.866666667,28.08333333,44.86666667,28.08333333,83.5,83.55,51.38333333,123.7166667,81.93333333,83.5,82.3,82.88333333,95.83333333,11.51666667,81.45,95.48333333,81.1,81.38333333,83.5,92.6,109.5666667,54.28333333,92.25,102.7333333,91.8,92.4
22,1.65,134.4,102.7666667,117.2,91.83333333,87.21666667,65.9,91.98333333,90.03333333,130.0666667,141.0333333,50.83333333,1.583333333,5.016666667,32.96666667,1.716666667,1.6,4.616666667,4.2,1.233333333,8.55,0,2.15,2.166666667,2.133333333,2.733333333,36.63333333,53.41666667,36.63333333,92.05,92.1,59.93333333,132.2666667,90.48333333,92.05,90.85,91.43333333,104.3833333,5.016666667,90,104.0333333,89.65,89.93333333,92.05,101.15,118.1166667,62.83333333,100.8,111.2833333,100.35,100.95
23,0.816666667,133.4,101.7666667,116.2,90.83333333,86.21666667,64.9,90.98333333,89.03333333,129.0666667,140.0333333,49.83333333,0.883333333,4.016666667,31.85,2.683333333,2.566666667,6.166666667,3.616666667,1.8,9.25,2.15,0,0.733333333,0.783333333,4.466666667,37.33333333,54.11666667,37.33333333,92.75,92.78333333,60.63333333,132.9666667,91.18333333,92.75,91.53333333,92.13333333,105.0833333,4.016666667,90.7,104.7333333,90.33333333,90.63333333,92.75,101.85,118.8166667,63.51666667,101.5,111.9833333,101.05,101.65
24,0.816666667,132.75,101.1166667,115.55,90.16666667,85.56666667,64.25,90.31666667,88.38333333,128.4166667,139.3833333,49.18333333,0.883333333,3.35,31.83333333,2.15,2.033333333,5.633333333,3.583333333,2.016666667,8.716666667,2.25,0.75,0,0.066666667,4.566666667,36.8,53.58333333,36.8,92.21666667,92.26666667,60.1,132.4333333,90.65,92.21666667,91.01666667,91.6,104.55,3.35,90.16666667,104.2,89.81666667,90.1,92.21666667,101.3166667,118.2833333,63,100.9666667,111.45,100.5166667,101.1166667
25,0.883333333,132.6833333,101.05,115.4833333,90.11666667,85.5,64.18333333,90.26666667,88.31666667,128.35,139.3166667,49.11666667,0.95,3.283333333,31.76666667,2.15,2.033333333,5.633333333,3.533333333,2.083333333,8.716666667,2.25,0.8,0.066666667,0,4.566666667,36.8,53.58333333,36.8,92.21666667,92.26666667,60.1,132.4333333,90.65,92.21666667,91.01666667,91.6,104.55,3.283333333,90.16666667,104.2,89.81666667,90.1,92.21666667,101.3166667,118.2833333,63,100.9666667,111.45,100.5166667,101.1166667
26,4,135.7666667,104.1333333,118.5666667,93.18333333,88.58333333,67.26666667,93.33333333,91.38333333,131.4333333,142.4,52.18333333,3.933333333,7.316666667,34.1,3.85,3.733333333,2.733333333,4.583333333,3.216666667,8.883333333,2.733333333,4.466666667,4.483333333,4.45,0,36.83333333,52.15,36.65,92.38333333,92.43333333,60.26666667,132.6,90.81666667,92.38333333,91.18333333,91.76666667,104.7166667,7.316666667,90.33333333,104.3666667,89.98333333,90.26666667,92.38333333,101.4833333,118.45,63.16666667,101.1333333,111.6166667,100.6833333,101.2833333
27,36.73333333,162.15,130.5166667,144.95,119.5833333,114.9666667,93.65,119.7333333,117.7833333,157.8166667,168.7833333,78.58333333,36.78333333,39.58333333,44.56666667,35.53333333,35.41666667,35.73333333,36.6,37.38333333,28.06666667,36.55,37.28333333,36.75,36.71666667,35.96666667,0,38.16666667,0.2,67.76666667,67.8,35.63333333,107.9666667,66.2,67.76666667,66.55,67.15,80.1,39.58333333,65.7,79.75,65.35,65.65,67.76666667,70.46666667,87.43333333,32.15,70.11666667,80.6,69.66666667,70.26666667
28,53.53333333,177.45,145.8166667,160.25,134.8833333,125.9,108.95,135.0333333,133.0833333,136.4333333,184.0833333,93.88333333,53.56666667,55.68333333,22.41666667,52.31666667,52.2,51.46666667,51.9,53.55,44.86666667,53.21666667,52.95,52.93333333,52.86666667,51.26666667,38.16666667,0,38.15,93.91666667,93.96666667,61.8,134.1333333,92.35,93.91666667,92.71666667,93.3,106.25,55.68333333,91.86666667,105.9,91.51666667,91.8,93.91666667,76.66666667,93.61666667,38.33333333,76.31666667,86.78333333,75.86666667,76.45
29,36.73333333,161.95,130.3166667,144.75,119.3833333,114.7666667,93.45,119.5333333,117.5833333,157.6166667,168.5833333,78.38333333,36.78333333,39.58333333,44.55,35.53333333,35.41666667,35.73333333,36.4,37.38333333,28.06666667,36.55,37.28333333,36.75,36.71666667,35.76666667,0.2,38.16666667,0,67.76666667,67.8,35.63333333,107.9666667,66.2,67.76666667,66.55,67.13333333,80.08333333,39.58333333,65.7,79.75,65.35,65.65,67.76666667,70.46666667,87.43333333,32.15,70.11666667,80.6,69.66666667,70.26666667
30,92.13333333,219.6166667,187.9833333,202.4166667,177.05,172.4333333,151.1166667,177.2,175.25,214.3,226.25,136.05,92.16666667,94.98333333,100.2666667,90.93333333,90.8,91.13333333,94.06666667,92.76666667,83.46666667,91.95,92.66666667,92.15,92.11666667,92.33333333,67.71666667,93.88333333,67.71666667,0,2.066666667,32.7,43.55,1.683333333,0,2.133333333,0.883333333,15.66666667,94.98333333,2.55,15.31666667,3.183333333,2.116666667,0,61.36666667,79.05,58.08333333,62.3,72.21666667,62.25,62.78333333
31,92.2,219.6833333,188.05,202.4833333,177.1166667,172.5,151.1833333,177.2666667,175.3166667,214.3666667,226.3166667,136.1166667,92.25,95.05,100.3333333,91,90.88333333,91.2,94.13333333,92.85,83.53333333,92.01666667,92.75,92.21666667,92.18333333,92.4,67.78333333,93.95,67.78333333,2.05,0,32.76666667,43.71666667,1.8,2.05,2.25,1.933333333,15.83333333,95.05,2.666666667,15.48333333,3.316666667,2.233333333,2.05,61.26666667,78.95,58.15,62.2,72.11666667,62.15,62.68333333
32,60.06666667,187.55,155.9166667,170.35,144.9833333,140.3666667,119.05,145.1333333,143.1833333,182.2166667,194.1833333,103.9833333,60.1,62.91666667,68.2,58.85,58.73333333,59.06666667,62,60.7,51.4,59.88333333,60.6,60.08333333,60.05,60.26666667,35.65,61.8,35.63333333,32.75,32.78333333,0,72.95,31.18333333,32.75,31.53333333,32.11666667,45.06666667,62.91666667,30.68333333,44.71666667,30.33333333,30.63333333,32.75,61.45,78.41666667,29.8,61.11666667,71.58333333,60.66666667,61.25
33,132.4,259.8833333,228.25,242.6833333,217.3166667,212.7,191.3833333,217.4666667,215.5166667,254.55,266.5166667,176.3166667,132.4333333,135.25,140.5333333,131.1833333,131.0666667,131.4,134.3333333,133.0333333,123.7333333,132.2166667,132.9333333,132.4166667,132.3833333,132.6,107.9833333,134.1333333,107.9666667,43.56666667,43.71666667,72.96666667,0,43.6,43.56666667,41.56666667,42.86666667,28.7,135.25,43.38333333,29.05,43.68333333,43.05,43.56666667,103.3833333,121.0666667,98.35,104.3166667,114.2333333,104.2666667,104.8
34,91.13333333,218.6166667,186.9833333,201.4166667,176.05,171.4333333,150.1166667,176.2,174.25,213.3,225.25,135.05,91.16666667,93.98333333,99.26666667,89.93333333,89.8,90.13333333,93.06666667,91.76666667,82.46666667,90.95,91.66666667,91.15,91.11666667,91.33333333,66.71666667,92.88333333,66.71666667,1.916666667,2.033333333,31.7,43.9,0,1.916666667,2.466666667,1.783333333,16.01666667,93.98333333,1.55,15.66666667,1.783333333,1.116666667,1.916666667,60.91666667,78.6,57.08333333,61.85,71.76666667,61.8,62.33333333
35,92.13333333,219.6166667,187.9833333,202.4166667,177.05,172.4333333,151.1166667,177.2,175.25,214.3,226.25,136.05,92.16666667,94.98333333,100.2666667,90.93333333,90.8,91.13333333,94.06666667,92.76666667,83.46666667,91.95,92.66666667,92.15,92.11666667,92.33333333,67.71666667,93.88333333,67.71666667,0,2.066666667,32.7,43.55,1.683333333,0,2.133333333,0.883333333,15.66666667,94.98333333,2.55,15.31666667,3.183333333,2.116666667,0,61.36666667,79.05,58.08333333,62.3,72.21666667,62.25,62.78333333
36,90.96666667,218.4666667,186.8333333,201.2666667,175.8833333,171.2833333,149.9666667,176.0333333,174.0833333,213.1333333,225.1,134.8833333,91.01666667,93.81666667,99.1,89.76666667,89.65,89.96666667,92.91666667,91.61666667,82.3,90.78333333,91.51666667,90.98333333,90.95,91.16666667,66.55,92.71666667,66.55,2.15,2.266666667,31.53333333,41.55,2.183333333,2.15,0,1.45,13.66666667,93.81666667,1.95,13.33333333,2.266666667,1.633333333,2.15,61.95,79.63333333,56.91666667,62.88333333,72.8,62.83333333,63.36666667
37,91.55,219.0333333,187.4,201.8333333,176.4666667,171.85,150.5333333,176.6166667,174.6666667,213.7166667,225.6666667,135.4666667,91.6,94.4,99.68333333,90.35,90.23333333,90.55,93.48333333,92.2,82.88333333,91.36666667,92.1,91.56666667,91.53333333,91.75,67.13333333,93.3,67.13333333,0.883333333,1.933333333,32.11666667,42.85,1.55,0.883333333,1.433333333,0,14.96666667,94.4,2.416666667,14.61666667,2.85,2,0.883333333,61.25,78.93333333,57.5,62.16666667,72.1,62.11666667,62.65
38,104.5166667,232,200.3666667,214.8,189.4333333,184.8166667,163.5,189.5833333,187.6333333,226.6666667,238.6333333,148.4333333,104.55,107.3666667,112.65,103.3,103.1833333,103.5166667,106.45,105.15,95.85,104.3333333,105.05,104.5333333,104.5,104.7166667,80.1,106.25,80.08333333,15.68333333,15.83333333,45.08333333,28.7,15.71666667,15.68333333,13.68333333,14.98333333,0,107.3666667,15.5,0.35,15.8,15.16666667,15.68333333,75.5,93.18333333,70.46666667,76.43333333,86.35,76.38333333,76.91666667
39,3.916666667,129.7166667,98.08333333,112.5166667,87.13333333,82.53333333,61.21666667,87.28333333,85.35,125.3833333,136.35,46.15,3.983333333,0,34.83333333,4.966666667,4.85,8.45,6.583333333,5.116666667,11.53333333,5.066666667,4.116666667,3.366666667,3.316666667,7.383333333,39.61666667,56.4,39.61666667,95.03333333,95.08333333,62.91666667,135.25,93.46666667,95.03333333,93.83333333,94.41666667,107.3666667,0,92.98333333,107.0166667,92.63333333,92.91666667,95.03333333,104.1333333,121.1,65.81666667,103.7833333,114.2666667,103.3333333,103.9333333
40,90.11666667,217.6,185.9666667,200.4,175.0333333,170.4166667,149.1,175.1833333,173.2333333,212.2833333,224.2333333,134.0333333,90.15,92.96666667,98.25,88.9,88.78333333,89.11666667,92.05,90.75,81.45,89.93333333,90.65,90.13333333,90.1,90.31666667,65.7,91.86666667,65.7,2.533333333,2.65,30.68333333,43.38333333,0.966666667,2.533333333,1.95,2.4,15.5,92.96666667,0,15.15,0.783333333,0.55,2.533333333,61.55,79.23333333,56.06666667,62.48333333,72.4,62.43333333,62.96666667
41,104.1666667,231.65,200.0166667,214.45,189.0833333,184.4666667,163.15,189.2333333,187.2833333,226.3333333,238.2833333,148.0833333,104.2,107.0166667,112.3,102.95,102.8333333,103.1666667,106.1,104.8,95.5,103.9833333,104.7,104.1833333,104.15,104.3666667,79.75,105.9166667,79.75,15.33333333,15.48333333,44.73333333,29.05,15.36666667,15.33333333,13.33333333,14.63333333,0.35,107.0166667,15.15,0,15.45,14.81666667,15.33333333,75.15,92.83333333,70.11666667,76.08333333,86,76.03333333,76.56666667
42,89.76666667,217.25,185.6166667,200.05,174.6833333,170.0666667,148.75,174.8333333,172.8833333,211.9333333,223.8833333,133.6833333,89.81666667,92.61666667,97.9,88.56666667,88.45,88.76666667,91.7,90.41666667,81.1,89.58333333,90.31666667,89.78333333,89.75,89.96666667,65.35,91.51666667,65.35,2.85,2.966666667,30.33333333,43.7,1.55,2.85,2.266666667,2.716666667,15.81666667,92.61666667,0.766666667,15.46666667,0,1.316666667,2.85,61.85,79.53333333,55.71666667,62.78333333,72.7,62.73333333,63.26666667
43,90.01666667,217.5,185.8666667,200.3,174.9333333,170.3166667,149,175.0833333,173.1333333,212.1833333,224.1333333,133.9333333,90.05,92.86666667,98.15,88.8,88.68333333,89.01666667,91.95,90.65,81.35,89.83333333,90.55,90.03333333,90,90.21666667,65.6,91.76666667,65.6,2.116666667,2.233333333,30.58333333,43.05,0.55,2.116666667,1.616666667,1.983333333,15.16666667,92.86666667,0.583333333,14.81666667,1.3,0,2.116666667,61.13333333,78.81666667,55.96666667,62.06666667,71.98333333,62.01666667,62.55
44,92.13333333,219.6166667,187.9833333,202.4166667,177.05,172.4333333,151.1166667,177.2,175.25,214.3,226.25,136.05,92.16666667,94.98333333,100.2666667,90.91666667,90.8,91.13333333,94.06666667,92.76666667,83.46666667,91.95,92.66666667,92.15,92.11666667,92.33333333,67.71666667,93.88333333,67.71666667,0,2.066666667,32.7,43.55,1.683333333,0,2.133333333,0.883333333,15.66666667,94.98333333,2.55,15.31666667,3.183333333,2.116666667,0,61.36666667,79.05,58.08333333,62.3,72.21666667,62.25,62.78333333
45,101.25,228.4666667,196.8333333,211.2666667,185.8833333,181.2833333,159.9666667,186.0333333,184.0833333,200.6166667,235.1,144.8833333,101.3,104.1,86.58333333,100.05,99.93333333,100.25,102.9166667,101.9,92.58333333,101.0666667,101.8,101.2666667,101.2333333,101.45,70.46666667,76.65,70.46666667,61.38333333,61.28333333,61.45,103.3666667,60.7,61.38333333,61.95,61.25,75.5,104.1,61.56666667,75.15,62.21666667,61.15,61.38333333,0,17.83333333,39.05,1.066666667,11,1.016666667,1.55
46,118.2166667,245.4333333,213.8,228.2333333,202.85,198.25,176.9333333,203,201.05,217.5833333,252.0666667,161.85,118.2666667,121.0666667,103.55,117.0166667,116.9,117.2166667,119.8833333,118.8666667,109.55,118.0333333,118.7666667,118.2333333,118.2,118.4166667,87.43333333,93.61666667,87.43333333,79.08333333,78.98333333,78.41666667,121.0666667,78.4,79.08333333,79.63333333,78.95,93.18333333,121.0666667,79.26666667,92.83333333,79.9,78.83333333,79.08333333,17.85,0,56.01666667,18.01666667,12.83333333,17.98333333,18.51666667
47,62.93333333,190.15,158.5166667,172.95,147.5666667,142.9666667,121.65,147.7166667,145.7833333,162.3,196.7833333,106.5833333,62.98333333,65.78333333,48.28333333,61.73333333,61.61666667,61.93333333,64.6,63.58333333,54.26666667,62.75,63.48333333,62.95,62.91666667,63.13333333,32.15,38.33333333,32.15,58.15,58.18333333,29.78333333,98.35,56.58333333,58.15,56.93333333,57.51666667,70.46666667,65.78333333,56.08333333,70.11666667,55.73333333,56.03333333,58.15,39.05,56.01666667,0,38.7,49.18333333,38.25,38.85
48,100.9166667,228.1333333,196.5,210.9333333,185.5666667,180.95,159.6333333,185.7166667,183.7666667,200.3,234.7666667,144.5666667,100.9666667,103.7833333,86.26666667,99.71666667,99.6,99.93333333,102.5833333,101.5666667,92.26666667,100.75,101.4666667,100.95,100.9,101.1333333,70.13333333,76.31666667,70.13333333,62.31666667,62.21666667,61.13333333,104.3,61.63333333,62.31666667,62.86666667,62.18333333,76.41666667,103.7833333,62.5,76.06666667,63.13333333,62.06666667,62.31666667,1.083333333,18.01666667,38.73333333,0,11.18333333,0.45,1.216666667
49,111.3666667,238.5833333,206.95,221.3833333,196,191.4,170.0833333,196.15,194.2,210.7333333,245.2166667,155,111.4166667,114.2166667,96.7,110.1666667,110.05,110.3666667,113.0166667,112.0166667,102.7,111.1833333,111.9166667,111.3833333,111.35,111.5666667,80.58333333,86.76666667,80.56666667,72.23333333,72.13333333,71.56666667,114.2166667,71.55,72.23333333,72.78333333,72.1,86.33333333,114.2166667,72.41666667,85.98333333,73.05,71.98333333,72.23333333,11,12.83333333,49.16666667,11.16666667,0,11.13333333,11.66666667
50,100.4666667,227.6833333,196.05,210.4833333,185.1166667,180.5,159.1833333,185.2666667,183.3166667,199.85,234.3166667,144.1166667,100.5166667,103.3333333,85.81666667,99.26666667,99.15,99.48333333,102.1333333,101.1166667,91.81666667,100.3,101.0166667,100.5,100.45,100.6833333,69.68333333,75.86666667,69.68333333,62.25,62.15,60.68333333,104.2333333,61.56666667,62.25,62.81666667,62.11666667,76.35,103.3333333,62.43333333,76,63.08333333,62,62.25,1.016666667,17.98333333,38.28333333,0.45,11.15,0,0.766666667
51,101.0333333,228.25,196.6166667,211.05,185.6666667,181.0666667,159.75,185.8166667,183.8833333,200.4,234.8833333,144.6833333,101.0833333,103.8833333,86.36666667,99.83333333,99.71666667,100.0333333,102.7,101.6833333,92.36666667,100.85,101.5833333,101.05,101.0166667,101.2333333,70.25,76.43333333,70.25,62.8,62.7,61.23333333,104.7833333,62.11666667,62.8,63.36666667,62.66666667,76.9,103.8833333,62.98333333,76.56666667,63.63333333,62.56666667,62.8,1.566666667,18.53333333,38.83333333,1.216666667,11.7,0.766666667,0
