,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
16,15.48333333,13.78333333,13.78333333,14.83333333,20.5,9.216666667,47.71666667,70.21666667,48.73333333,172.6333333,152.9333333,37.3,11.5,16.31666667,29.8,0,60.45,60.95,61.01666667,92.26666667,56.43333333,50.31666667,86.6,37.05,90.2,80.11666667,143.2,17.98333333,38.21666667
17,57.1,60.75,63.28333333,57.23333333,53.9,61.91666667,92.63333333,115.1333333,93.65,217.55,197.85,83.38333333,65.41666667,55.7,74.71666667,62.48333333,0,30.4,44.75,52.36666667,5.6,21.36666667,76.83333333,24.23333333,37.31666667,27.23333333,90.31666667,48.18333333,33.18333333
18,57.41666667,61.06666667,63.6,57.55,53.4,60.81666667,105.3,127.8,106.3166667,230.2166667,210.5166667,94.88333333,64.31666667,73.9,87.38333333,61.38333333,30.38333333,0,67.2,70.26666667,26.33333333,22.56666667,99.28333333,43.23333333,37.35,38.41666667,101.5,47.08333333,32.08333333
19,57.63333333,61.26666667,63.81666667,57.75,54.43333333,63.35,57.26666667,80.13333333,58.28333333,182.5666667,162.8666667,81.03333333,66.85,53.35,50.36666667,63.91666667,44.76666667,67.26666667,0,49.51666667,44.15,58.9,33.31666667,24.1,65.36666667,53.31666667,101.3166667,49.35,52.2
20,88.76666667,92.41666667,94.95,88.9,85.56666667,94.48333333,76.98333333,94.05,77.06666667,196.4833333,176.7833333,112.1666667,97.98333333,84.48333333,91.33333333,95.06666667,52.38333333,70.3,49.51666667,0,52.48333333,69.48333333,45.75,55.23333333,43.13333333,31.85,61.25,80.5,81.3
21,53.68333333,57.31666667,59.86666667,53.8,50.48333333,57.98333333,89.21666667,111.7,90.23333333,214.1166667,194.4166667,79.96666667,61.48333333,52.28333333,71.3,58.56666667,5.583333333,26.21666667,44.76666667,52.46666667,0,17.43333333,76.85,20.8,37.46666667,27.38333333,90.45,44.25,29.25
22,47.65,51.3,53.83333333,47.78333333,43.63333333,51.05,95.55,118.0333333,96.55,220.45,200.75,85.11666667,54.55,64.15,77.61666667,51.63333333,21.43333333,23.25,58.4,69.01666667,17.43333333,0,90.48333333,34.43333333,51.18333333,41.1,104.1833333,37.31666667,17.35
23,89.75,93.38333333,95.91666667,89.86666667,86.53333333,92.55,40.15,57.21666667,40.23333333,159.65,139.95,100.95,94.83333333,75.23333333,60.48333333,85.91666667,76.86666667,99.38333333,33.35,45.75,76.26666667,91.01666667,0,56.21666667,88.2,76.91666667,106.3166667,81.46666667,84.31666667
24,34.35,37.98333333,40.53333333,34.48333333,31.15,40.06666667,69.5,91.98333333,70.5,194.4,174.7,60.23333333,43.56666667,32.55,51.56666667,40.65,24.81666667,43.98333333,23.96666667,55.21666667,20.86666667,35.61666667,56.05,0,55.21666667,45.13333333,107.0333333,26.06666667,28.91666667
25,87.45,91.1,93.63333333,87.58333333,83.8,91.21666667,119.45,136.5166667,119.5333333,238.9333333,219.2333333,113.7333333,94.71666667,86.05,105.0666667,91.8,37.36666667,37.33333333,65.38333333,43.13333333,37.68333333,50.66666667,88.2,54.58333333,0,23.26666667,74.36666667,77.48333333,62.48333333
26,77.4,81.03333333,83.58333333,77.53333333,73.75,81.16666667,108.1666667,125.2333333,108.25,227.65,207.95,103.6833333,84.66666667,76,95.01666667,81.75,27.31666667,38.45,53.33333333,31.85,27.63333333,40.61666667,76.91666667,44.51666667,23.28333333,0,63.08333333,67.43333333,52.43333333
27,140.4833333,144.1333333,146.6666667,140.6166667,136.8333333,144.25,137.5666667,154.65,137.6666667,257.0666667,237.3666667,163.9833333,147.75,136.3,150.25,144.8333333,90.41666667,101.5333333,101.3333333,61.26666667,90.71666667,103.7166667,106.3333333,107.05,74.36666667,63.1,0,130.5166667,115.5333333
28,17.98333333,23.26666667,23.33333333,19.75,16.41666667,17.56666667,62.05,84.55,63.06666667,186.9666667,167.2666667,51.63333333,21.06666667,30.66666667,44.13333333,18.13333333,47.53333333,48.03333333,48.01666667,79.26666667,43.53333333,37.41666667,80.08333333,24.05,77.3,67.2,130.2833333,0,25.3
29,35.2,38.83333333,41.38333333,35.33333333,31.2,38.58333333,83.08333333,105.5666667,84.1,208,188.3,72.66666667,42.08333333,51.68333333,65.16666667,39.16666667,31.78333333,32.28333333,52.5,79.36666667,27.78333333,17.45,84.58333333,28.53333333,61.53333333,51.45,114.5333333,24.86666667,0
