,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
18,0.816666667,133.4,101.7666667,116.2,90.83333333,90.98333333,89.03333333,129.0666667,49.83333333,0.883333333,4.016666667,2.683333333,2.566666667,3.616666667,1.8,9.25,2.15,0,0.733333333,0.783333333,4.466666667,37.33333333,37.33333333,92.75,92.78333333,91.18333333,92.75,91.53333333,92.13333333,105.0833333,4.016666667,90.7,104.7333333,90.33333333,90.63333333,92.75,101.85,101.5,111.9833333,101.05,101.65
19,0.816666667,132.75,101.1166667,115.55,90.16666667,90.31666667,88.38333333,128.4166667,49.18333333,0.883333333,3.35,2.15,2.033333333,3.583333333,2.016666667,8.716666667,2.25,0.75,0,0.066666667,4.566666667,36.8,36.8,92.21666667,92.26666667,90.65,92.21666667,91.01666667,91.6,104.55,3.35,90.16666667,104.2,89.81666667,90.1,92.21666667,101.3166667,100.9666667,111.45,100.5166667,101.1166667
20,0.883333333,132.6833333,101.05,115.4833333,90.11666667,90.26666667,88.31666667,128.35,49.11666667,0.95,3.283333333,2.15,2.033333333,3.533333333,2.083333333,8.716666667,2.25,0.8,0.066666667,0,4.566666667,36.8,36.8,92.21666667,92.26666667,90.65,92.21666667,91.01666667,91.6,104.55,3.283333333,90.16666667,104.2,89.81666667,90.1,92.21666667,101.3166667,100.9666667,111.45,100.5166667,101.1166667
21,4,135.7666667,104.1333333,118.5666667,93.18333333,93.33333333,91.38333333,131.4333333,52.18333333,3.933333333,7.316666667,3.85,3.733333333,4.583333333,3.216666667,8.883333333,2.733333333,4.466666667,4.483333333,4.45,0,36.83333333,36.65,92.38333333,92.43333333,90.81666667,92.38333333,91.18333333,91.76666667,104.7166667,7.316666667,90.33333333,104.3666667,89.98333333,90.26666667,92.38333333,101.4833333,101.1333333,111.6166667,100.6833333,101.2833333
22,36.73333333,162.15,130.5166667,144.95,119.5833333,119.7333333,117.7833333,157.8166667,78.58333333,36.78333333,39.58333333,35.53333333,35.41666667,36.6,37.38333333,28.06666667,36.55,37.28333333,36.75,36.71666667,35.96666667,0,0.2,67.76666667,67.8,66.2,67.76666667,66.55,67.15,80.1,39.58333333,65.7,79.75,65.35,65.65,67.76666667,70.46666667,70.11666667,80.6,69.66666667,70.26666667
23,36.73333333,161.95,130.3166667,144.75,119.3833333,119.5333333,117.5833333,157.6166667,78.38333333,36.78333333,39.58333333,35.53333333,35.41666667,36.4,37.38333333,28.06666667,36.55,37.28333333,36.75,36.71666667,35.76666667,0.2,0,67.76666667,67.8,66.2,67.76666667,66.55,67.13333333,80.08333333,39.58333333,65.7,79.75,65.35,65.65,67.76666667,70.46666667,70.11666667,80.6,69.66666667,70.26666667
24,92.13333333,219.6166667,187.9833333,202.4166667,177.05,177.2,175.25,214.3,136.05,92.16666667,94.98333333,90.93333333,90.8,94.06666667,92.76666667,83.46666667,91.95,92.66666667,92.15,92.11666667,92.33333333,67.71666667,67.71666667,0,2.066666667,1.683333333,0,2.133333333,0.883333333,15.66666667,94.98333333,2.55,15.31666667,3.183333333,2.116666667,0,61.36666667,62.3,72.21666667,62.25,62.78333333
25,92.2,219.6833333,188.05,202.4833333,177.1166667,177.2666667,175.3166667,214.3666667,136.1166667,92.25,95.05,91,90.88333333,94.13333333,92.85,83.53333333,92.01666667,92.75,92.21666667,92.18333333,92.4,67.78333333,67.78333333,2.05,0,1.8,2.05,2.25,1.933333333,15.83333333,95.05,2.666666667,15.48333333,3.316666667,2.233333333,2.05,61.26666667,62.2,72.11666667,62.15,62.68333333
26,91.13333333,218.6166667,186.9833333,201.4166667,176.05,176.2,174.25,213.3,135.05,91.16666667,93.98333333,89.93333333,89.8,93.06666667,91.76666667,82.46666667,90.95,91.66666667,91.15,91.11666667,91.33333333,66.71666667,66.71666667,1.916666667,2.033333333,0,1.916666667,2.466666667,1.783333333,16.01666667,93.98333333,1.55,15.66666667,1.783333333,1.116666667,1.916666667,60.91666667,61.85,71.76666667,61.8,62.33333333
27,92.13333333,219.6166667,187.9833333,202.4166667,177.05,177.2,175.25,214.3,136.05,92.16666667,94.98333333,90.93333333,90.8,94.06666667,92.76666667,83.46666667,91.95,92.66666667,92.15,92.11666667,92.33333333,67.71666667,67.71666667,0,2.066666667,1.683333333,0,2.133333333,0.883333333,15.66666667,94.98333333,2.55,15.31666667,3.183333333,2.116666667,0,61.36666667,62.3,72.21666667,62.25,62.78333333
28,90.96666667,218.4666667,186.8333333,201.2666667,175.8833333,176.0333333,174.0833333,213.1333333,134.8833333,91.01666667,93.81666667,89.76666667,89.65,92.91666667,91.61666667,82.3,90.78333333,91.51666667,90.98333333,90.95,91.16666667,66.55,66.55,2.15,2.266666667,2.183333333,2.15,0,1.45,13.66666667,93.81666667,1.95,13.33333333,2.266666667,1.633333333,2.15,61.95,62.88333333,72.8,62.83333333,63.36666667
29,91.55,219.0333333,187.4,201.8333333,176.4666667,176.6166667,174.6666667,213.7166667,135.4666667,91.6,94.4,90.35,90.23333333,93.48333333,92.2,82.88333333,91.36666667,92.1,91.56666667,91.53333333,91.75,67.13333333,67.13333333,0.883333333,1.933333333,1.55,0.883333333,1.433333333,0,14.96666667,94.4,2.416666667,14.61666667,2.85,2,0.883333333,61.25,62.16666667,72.1,62.11666667,62.65
30,104.5166667,232,200.3666667,214.8,189.4333333,189.5833333,187.6333333,226.6666667,148.4333333,104.55,107.3666667,103.3,103.1833333,106.45,105.15,95.85,104.3333333,105.05,104.5333333,104.5,104.7166667,80.1,80.08333333,15.68333333,15.83333333,15.71666667,15.68333333,13.68333333,14.98333333,0,107.3666667,15.5,0.35,15.8,15.16666667,15.68333333,75.5,76.43333333,86.35,76.38333333,76.91666667
31,3.916666667,129.7166667,98.08333333,112.5166667,87.13333333,87.28333333,85.35,125.3833333,46.15,3.983333333,0,4.966666667,4.85,6.583333333,5.116666667,11.53333333,5.066666667,4.116666667,3.366666667,3.316666667,7.383333333,39.61666667,39.61666667,95.03333333,95.08333333,93.46666667,95.03333333,93.83333333,94.41666667,107.3666667,0,92.98333333,107.0166667,92.63333333,92.91666667,95.03333333,104.1333333,103.7833333,114.2666667,103.3333333,103.9333333
32,90.11666667,217.6,185.9666667,200.4,175.0333333,175.1833333,173.2333333,212.2833333,134.0333333,90.15,92.96666667,88.9,88.78333333,92.05,90.75,81.45,89.93333333,90.65,90.13333333,90.1,90.31666667,65.7,65.7,2.533333333,2.65,0.966666667,2.533333333,1.95,2.4,15.5,92.96666667,0,15.15,0.783333333,0.55,2.533333333,61.55,62.48333333,72.4,62.43333333,62.96666667
33,104.1666667,231.65,200.0166667,214.45,189.0833333,189.2333333,187.2833333,226.3333333,148.0833333,104.2,107.0166667,102.95,102.8333333,106.1,104.8,95.5,103.9833333,104.7,104.1833333,104.15,104.3666667,79.75,79.75,15.33333333,15.48333333,15.36666667,15.33333333,13.33333333,14.63333333,0.35,107.0166667,15.15,0,15.45,14.81666667,15.33333333,75.15,76.08333333,86,76.03333333,76.56666667
34,89.76666667,217.25,185.6166667,200.05,174.6833333,174.8333333,172.8833333,211.9333333,133.6833333,89.81666667,92.61666667,88.56666667,88.45,91.7,90.41666667,81.1,89.58333333,90.31666667,89.78333333,89.75,89.96666667,65.35,65.35,2.85,2.966666667,1.55,2.85,2.266666667,2.716666667,15.81666667,92.61666667,0.766666667,15.46666667,0,1.316666667,2.85,61.85,62.78333333,72.7,62.73333333,63.26666667
35,90.01666667,217.5,185.8666667,200.3,174.9333333,175.0833333,173.1333333,212.1833333,133.9333333,90.05,92.86666667,88.8,88.68333333,91.95,90.65,81.35,89.83333333,90.55,90.03333333,90,90.21666667,65.6,65.6,2.116666667,2.233333333,0.55,2.116666667,1.616666667,1.983333333,15.16666667,92.86666667,0.583333333,14.81666667,1.3,0,2.116666667,61.13333333,62.06666667,71.98333333,62.01666667,62.55
36,92.13333333,219.6166667,187.9833333,202.4166667,177.05,177.2,175.25,214.3,136.05,92.16666667,94.98333333,90.91666667,90.8,94.06666667,92.76666667,83.46666667,91.95,92.66666667,92.15,92.11666667,92.33333333,67.71666667,67.71666667,0,2.066666667,1.683333333,0,2.133333333,0.883333333,15.66666667,94.98333333,2.55,15.31666667,3.183333333,2.116666667,0,61.36666667,62.3,72.21666667,62.25,62.78333333
37,101.25,228.4666667,196.8333333,211.2666667,185.8833333,186.0333333,184.0833333,200.6166667,144.8833333,101.3,104.1,100.05,99.93333333,102.9166667,101.9,92.58333333,101.0666667,101.8,101.2666667,101.2333333,101.45,70.46666667,70.46666667,61.38333333,61.28333333,60.7,61.38333333,61.95,61.25,75.5,104.1,61.56666667,75.15,62.21666667,61.15,61.38333333,0,1.066666667,11,1.016666667,1.55
38,100.9166667,228.1333333,196.5,210.9333333,185.5666667,185.7166667,183.7666667,200.3,144.5666667,100.9666667,103.7833333,99.71666667,99.6,102.5833333,101.5666667,92.26666667,100.75,101.4666667,100.95,100.9,101.1333333,70.13333333,70.13333333,62.31666667,62.21666667,61.63333333,62.31666667,62.86666667,62.18333333,76.41666667,103.7833333,62.5,76.06666667,63.13333333,62.06666667,62.31666667,1.083333333,0,11.18333333,0.45,1.216666667
39,111.3666667,238.5833333,206.95,221.3833333,196,196.15,194.2,210.7333333,155,111.4166667,114.2166667,110.1666667,110.05,113.0166667,112.0166667,102.7,111.1833333,111.9166667,111.3833333,111.35,111.5666667,80.58333333,80.56666667,72.23333333,72.13333333,71.55,72.23333333,72.78333333,72.1,86.33333333,114.2166667,72.41666667,85.98333333,73.05,71.98333333,72.23333333,11,11.16666667,0,11.13333333,11.66666667
40,100.4666667,227.6833333,196.05,210.4833333,185.1166667,185.2666667,183.3166667,199.85,144.1166667,100.5166667,103.3333333,99.26666667,99.15,102.1333333,101.1166667,91.81666667,100.3,101.0166667,100.5,100.45,100.6833333,69.68333333,69.68333333,62.25,62.15,61.56666667,62.25,62.81666667,62.11666667,76.35,103.3333333,62.43333333,76,63.08333333,62,62.25,1.016666667,0.45,11.15,0,0.766666667
41,101.0333333,228.25,196.6166667,211.05,185.6666667,185.8166667,183.8833333,200.4,144.6833333,101.0833333,103.8833333,99.83333333,99.71666667,102.7,101.6833333,92.36666667,100.85,101.5833333,101.05,101.0166667,101.2333333,70.25,70.25,62.8,62.7,62.11666667,62.8,63.36666667,62.66666667,76.9,103.8833333,62.98333333,76.56666667,63.63333333,62.56666667,62.8,1.566666667,1.216666667,11.7,0.766666667,0
