,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
18,75.33333333,85.8,112.55,166.1333333,156.3333333,200.1833333,210.9333333,170.6666667,42.71666667,35.66666667,32.91666667,54.26666667,75.76666667,39.73333333,45.85,21.33333333,18.33333333,0,79.25,79.25,86.35,88.2,46.75,76.9,76.48333333,72.86666667,77.4
19,20.31666667,50.53333333,36.15,111.1166667,101.3166667,145.1666667,155.9166667,115.65,69.28333333,51.53333333,57.61666667,31.23333333,50.38333333,81.58333333,103.25,76.1,63.88333333,78.03333333,0,0,16.4,18.38333333,64.25,22.56666667,22.15,21.25,25.18333333
20,20.31666667,50.53333333,36.15,111.1166667,101.3166667,145.1666667,155.9166667,115.65,69.28333333,51.53333333,57.61666667,31.23333333,50.38333333,81.58333333,103.25,76.1,63.88333333,78.03333333,0,0,16.4,18.38333333,64.25,22.56666667,22.15,21.25,25.18333333
21,31.81666667,62.03333333,26.9,122.6166667,109.1,156.6666667,167.4166667,127.15,67.68333333,51.25,60.78333333,42.73333333,61.88333333,89.38333333,109.9166667,83.88333333,72.2,86.35,16.36666667,16.36666667,0,2.2,75.75,34.06666667,33.65,32.75,36.68333333
22,32.55,62.76666667,26.96666667,123.35,109.15,157.4,168.1666667,127.9,68.96666667,52.55,62.08333333,43.48333333,62.63333333,90.68333333,111.2166667,85.18333333,73.48333333,87.63333333,16.96666667,16.96666667,2.066666667,0,76.5,34.81666667,34.38333333,33.5,37.43333333
23,61.46666667,71.25,101,152.2666667,142.4666667,186.3166667,197.0666667,156.8,59.73333333,41.98333333,48.06666667,36.7,61.21666667,67.31666667,73.43333333,48.93333333,30.68333333,46.76666667,65.38333333,65.38333333,76.05,77.36666667,0,63.05,62.61666667,59,63.53333333
24,9.483333333,31.06666667,58.51666667,94.65,84.85,128.7,139.45,99.18333333,66.55,48.8,54.88333333,28.5,47.65,78.86666667,100.5333333,73.36666667,61.15,75.3,22.91666667,22.91666667,33.56666667,34.88333333,61.51666667,0,1.733333333,5.033333333,5.716666667
25,8.3,31.81666667,59.05,95.4,85.6,129.45,140.2,99.93333333,67.08333333,49.33333333,55.41666667,29.03333333,48.18333333,79.4,101.0666667,73.9,61.68333333,75.83333333,23.45,23.45,34.1,35.41666667,62.05,1.65,0,5.566666667,6.483333333
26,10.78333333,33.71666667,58.01666667,97.28333333,87.48333333,131.3333333,142.1,101.8333333,63.51666667,45.76666667,51.86666667,25.48333333,44.63333333,75.83333333,97.5,70.33333333,58.13333333,72.28333333,22.41666667,22.41666667,33.06666667,34.38333333,58.5,6,5.583333333,0,8.366666667
27,13.55,26.15,61.96666667,89.73333333,79.93333333,123.7833333,134.5333333,94.26666667,67.95,50.2,56.3,29.91666667,44.6,80.26666667,101.9333333,74.76666667,62.56666667,76.71666667,26.35,26.35,37.01666667,38.33333333,62.93333333,6.416666667,6.55,8.4,0
