,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
14,163.2166667,161.5166667,161.5166667,162.5666667,168.2333333,156.95,104.6833333,81.91666667,64.21666667,104.7833333,46.38333333,21.76666667,60.36666667,0,157.1666667,150.0666667,159.2333333,139.6333333,124.9,150.3166667,162.1166667,193.7833333,208.6833333,156.0833333,171.0333333,192.4833333,174.2666667,189.85,198.05,137.4166667,170.15,216.7,205.4333333,234.8166667,165.7166667,185.95
15,49.43333333,47.73333333,41.38333333,48.78333333,54.43333333,43.16666667,61.33333333,75.68333333,96.93333333,62.35,113,179.0166667,104.0666667,159.3166667,0,19.85,33.18333333,29.56666667,43.41666667,36.53333333,47.18333333,82.35,94.88333333,81.06666667,76.03333333,93.83333333,112.3166667,78.41666667,84.26666667,100.2166667,58.71666667,112.7666667,102.6833333,164.1333333,51.91666667,72.16666667
16,60,58.3,52.7,59.35,65.01666667,53.73333333,73.68333333,86.31666667,107.5666667,74.68333333,123.6333333,171.6666667,89.55,149.9,19.4,0,44.5,41.91666667,55.75,47.1,57.75,94.7,105.4666667,93.41666667,88.38333333,106.1666667,124.6666667,90.75,94.83333333,112.5666667,71.05,125.1166667,115.0166667,176.4666667,62.5,82.73333333
17,18.43333333,17.03333333,8.85,17.78333333,23.45,13.66666667,55.35,77.83333333,98.16666667,56.36666667,114.2333333,180.25,128.2666667,160.55,33.13333333,44.05,0,23.95,37.43333333,11.55,26.83333333,63.98333333,64.48333333,64.55,59.51666667,77.31666667,95.8,59.98333333,53.85,94.23333333,40.58333333,93.73333333,83.65,146.7333333,21.51666667,41.75
18,28.35,26.65,26.65,27.7,33.36666667,22.08333333,37.38333333,59.88333333,80.21666667,38.4,96.26666667,162.2833333,125.85,142.5833333,29.53333333,41.65,24.36666667,0,19.46666667,15.45,22.95,54.61666667,73.8,53.33333333,48.3,66.1,84.58333333,50.68333333,63.18333333,76.26666667,30.98333333,85.03333333,74.95,136.4,30.85,51.08333333
19,42.85,41.16666667,41.15,42.2,47.86666667,36.6,20.81666667,43.3,63.63333333,21.83333333,79.7,145.7166667,141.3166667,126.0166667,45,57.11666667,38.88333333,19.26666667,0,29.95,41.76666667,73.43333333,88.31666667,46.03333333,60.4,82.3,86.7,69.48333333,77.68333333,59.7,49.78333333,103.8333333,93.75,145.6333333,45.35,65.58333333
20,15.48333333,13.78333333,13.78333333,14.83333333,20.5,9.216666667,47.71666667,70.21666667,90.53333333,48.73333333,106.6,172.6166667,131.5333333,152.9166667,37.3,47.31666667,11.5,16.31666667,29.8,0,20.96666667,60.45,60.95,61.01666667,55.98333333,73.78333333,92.26666667,56.43333333,50.31666667,86.6,37.05,90.2,80.11666667,143.2,17.98333333,38.21666667
21,23.16666667,30.61666667,29.86666667,25.43333333,27.81666667,23.6,59.88333333,82.36666667,102.7,60.9,118.7666667,184.7833333,141.7,165.0833333,47.48333333,57.5,27.6,22.95,41.95,21.23333333,0,48.46666667,62.48333333,47.18333333,42.15,59.93333333,78.43333333,44.51666667,51.85,79.25,24.81666667,78.88333333,68.78333333,130.2333333,19.51666667,39.75
22,57.1,60.75,63.28333333,57.23333333,53.9,61.91666667,92.63333333,115.1333333,135.45,93.65,151.5166667,217.5333333,179.7,197.8333333,83.38333333,95.5,65.41666667,55.7,74.71666667,62.48333333,49.55,0,30.4,44.75,30.45,33.88333333,52.36666667,5.6,21.36666667,76.83333333,24.23333333,37.31666667,27.23333333,90.31666667,48.18333333,33.18333333
23,57.41666667,61.06666667,63.6,57.55,53.4,60.81666667,105.3,127.8,148.1166667,106.3166667,164.1833333,230.2,189.1166667,210.5,94.88333333,104.9,64.31666667,73.9,87.38333333,61.38333333,61.85,30.38333333,0,67.2,55.93333333,59.31666667,70.26666667,26.33333333,22.56666667,99.28333333,43.23333333,37.35,38.41666667,101.5,47.08333333,32.08333333
24,57.63333333,61.26666667,63.81666667,57.75,54.43333333,63.35,57.26666667,80.13333333,100.4666667,58.28333333,116.5333333,182.55,177.35,162.85,81.03333333,93.15,66.85,53.35,50.36666667,63.91666667,47.18333333,44.76666667,67.26666667,0,16.18333333,38.08333333,49.51666667,44.15,58.9,33.31666667,24.1,65.36666667,53.31666667,101.3166667,49.35,52.2
25,52.5,56.15,58.68333333,52.63333333,49.3,58.21666667,71.75,94.23333333,114.5666667,72.76666667,130.6333333,196.65,172.2166667,176.95,75.9,88.01666667,61.71666667,48.21666667,60.4,58.8,42.06666667,30.46666667,55.96666667,16.2,0,23.78333333,42.28333333,30.6,47.6,48.28333333,18.96666667,51.06666667,39.01666667,94.08333333,44.23333333,47.08333333
26,70.28333333,73.91666667,76.46666667,70.41666667,67.08333333,76,93.63333333,112.2833333,132.6166667,94.65,148.6833333,214.7,190,195,93.68333333,105.8,79.5,66,82.3,76.58333333,59.83333333,33.88333333,59.35,38.08333333,23.78333333,0,18.9,33.98333333,50.98333333,63.96666667,36.75,45.33333333,23.93333333,70.7,62,62.8
27,88.76666667,92.41666667,94.95,88.9,85.56666667,94.48333333,76.98333333,94.05,114.3833333,77.06666667,130.45,196.4666667,208.4833333,176.7666667,112.1666667,124.2833333,97.98333333,84.48333333,91.33333333,95.06666667,78.33333333,52.38333333,70.3,49.51666667,42.28333333,18.9,0,52.48333333,69.48333333,45.75,55.23333333,43.13333333,31.85,61.25,80.5,81.3
28,53.68333333,57.31666667,59.86666667,53.8,50.48333333,57.98333333,89.21666667,111.7,132.0333333,90.23333333,148.1,214.1166667,176.2833333,194.4166667,79.96666667,92.08333333,61.48333333,52.28333333,71.3,58.56666667,46.11666667,5.583333333,26.21666667,44.76666667,30.58333333,33.98333333,52.46666667,0,17.43333333,76.85,20.8,37.46666667,27.38333333,90.45,44.25,29.25
29,47.65,51.3,53.83333333,47.78333333,43.63333333,51.05,95.55,118.0333333,138.3666667,96.55,154.4333333,220.45,179.35,200.75,85.11666667,95.15,54.55,64.15,77.61666667,51.63333333,52.08333333,21.43333333,23.25,58.4,47.13333333,50.53333333,69.01666667,17.43333333,0,90.48333333,34.43333333,51.18333333,41.1,104.1833333,37.31666667,17.35
30,89.75,93.38333333,95.91666667,89.86666667,86.53333333,92.55,40.15,57.21666667,77.55,40.23333333,93.61666667,159.6333333,197.2666667,139.9333333,100.95,113.0666667,94.83333333,75.23333333,60.48333333,85.91666667,79.3,76.86666667,99.38333333,33.35,48.3,63.96666667,45.75,76.26666667,91.01666667,0,56.21666667,88.2,76.91666667,106.3166667,81.46666667,84.31666667
31,34.35,37.98333333,40.53333333,34.48333333,31.15,40.06666667,69.5,91.98333333,112.3166667,70.5,128.3833333,194.4,156.55,174.7,60.23333333,72.35,43.56666667,32.55,51.56666667,40.65,26.4,24.81666667,43.98333333,23.96666667,18.93333333,36.73333333,55.21666667,20.86666667,35.61666667,56.05,0,55.21666667,45.13333333,107.0333333,26.06666667,28.91666667
32,87.45,91.1,93.63333333,87.58333333,83.8,91.21666667,119.45,136.5166667,156.85,119.5333333,172.9166667,238.9333333,210.05,219.2333333,113.7333333,125.85,94.71666667,86.05,105.0666667,91.8,79.88333333,37.36666667,37.33333333,65.38333333,51.08333333,45.33333333,43.13333333,37.68333333,50.66666667,88.2,54.58333333,0,23.26666667,74.36666667,77.48333333,62.48333333
33,77.4,81.03333333,83.58333333,77.53333333,73.75,81.16666667,108.1666667,125.2333333,145.5666667,108.25,161.6333333,227.65,200,207.95,103.6833333,115.8,84.66666667,76,95.01666667,81.75,69.83333333,27.31666667,38.45,53.33333333,39.03333333,23.93333333,31.85,27.63333333,40.61666667,76.91666667,44.51666667,23.28333333,0,63.08333333,67.43333333,52.43333333
34,140.4833333,144.1333333,146.6666667,140.6166667,136.8333333,144.25,137.5666667,154.65,174.9833333,137.6666667,191.05,257.0666667,260.3,237.3666667,163.9833333,176.1,147.75,136.3,150.25,144.8333333,130.15,90.41666667,101.5333333,101.3333333,94.1,70.71666667,61.26666667,90.71666667,103.7166667,106.3333333,107.05,74.36666667,63.1,0,130.5166667,115.5333333
35,17.98333333,23.26666667,23.33333333,19.75,16.41666667,17.56666667,62.05,84.55,104.8833333,63.06666667,120.9333333,186.95,145.8666667,167.25,51.63333333,61.66666667,21.06666667,30.66666667,44.13333333,18.13333333,19.56666667,47.53333333,48.03333333,48.01666667,42.98333333,60.76666667,79.26666667,43.53333333,37.41666667,80.08333333,24.05,77.3,67.2,130.2833333,0,25.3
36,35.2,38.83333333,41.38333333,35.33333333,31.2,38.58333333,83.08333333,105.5666667,125.9,84.1,141.9666667,207.9833333,166.9,188.2833333,72.66666667,82.68333333,42.08333333,51.68333333,65.16666667,39.16666667,39.63333333,31.78333333,32.28333333,52.5,47.46666667,60.86666667,79.36666667,27.78333333,17.45,84.58333333,28.53333333,61.53333333,51.45,114.5333333,24.86666667,0
